tweet,number_annotators,annotators,gender_annotators,age_annotators,ethnicities_annotators,study_levels_annotators,countries_annotators,labels
"@BonfireBlaze Why am I still like 'wow, guys STILL publicly say this shit in 2022'??? Clearly there's some small glimmer of hope in me that needs to be quashed immediately. Queue the notallmen brigade🙄",6,"['Annotator_484', 'Annotator_485', 'Annotator_486', 'Annotator_487', 'Annotator_488', 'Annotator_489']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'Black or African American', 'White or Caucasian', 'White or Caucasian', 'Asian']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Less than high school diploma']","['Poland', 'Greece', 'South Africa', 'Poland', 'United Kingdom', 'United Kingdom']","['YES', 'NO', 'YES', 'NO', 'YES', 'NO']"
@TaniaArline The majority of our evolutionary history was spent practicing hunting&amp;gathering. There is evidence that HG tend to be bilocal/multilocal vs patrilocal. Do you expect the patterns of women's same-sex relationships you describe to have evol,6,"['Annotator_645', 'Annotator_646', 'Annotator_647', 'Annotator_648', 'Annotator_649', 'Annotator_650']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Black or African American', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Less than high school diploma']","['Portugal', 'United States', 'Portugal', 'South Africa', 'Israel', 'United Kingdom']","['YES', 'YES', 'YES', 'NO', 'YES', 'NO']"
Who fucking lied to you? You look like a whore https://t.co/GkkfkAw1kO,6,"['Annotator_617', 'Annotator_618', 'Annotator_619', 'Annotator_620', 'Annotator_621', 'Annotator_622']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'Black or African American', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree']","['Portugal', 'South Africa', 'Italy', 'Greece', 'United Kingdom', 'Australia']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
"Do you even know anything about basic feminism OR biology? The female body is different from the male body and this fact is the basis for female oppression, including to this day in the form of medical misogyny and androcentrism literally costing lives.https://t.co/bQTzCg7iHG https://t.co/F9Cy3p8LdB",6,"['Annotator_455', 'Annotator_456', 'Annotator_457', 'Annotator_458', 'Annotator_459', 'Annotator_460']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent']","['Poland', 'Estonia', 'Spain', 'Greece', 'United Kingdom', 'United Kingdom']","['NO', 'NO', 'YES', 'NO', 'NO', 'YES']"
reply to this with a “?” and i’ll give you 5 reasons to tag someone but they won’t know why. 1. @hrt4houaylor2. all of you3. @phzvibez4. all of pilgrimrry's bitches 5. @slut4hs1 😁👍,6,"['Annotator_455', 'Annotator_456', 'Annotator_457', 'Annotator_458', 'Annotator_459', 'Annotator_460']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent']","['Poland', 'Estonia', 'Spain', 'Greece', 'United Kingdom', 'United Kingdom']","['NO', 'YES', 'NO', 'YES', 'NO', 'YES']"
A game to play at home: Try to find a courtside spectator who isn't manspreading wider than their shoulders,6,"['Annotator_780', 'Annotator_781', 'Annotator_782', 'Annotator_783', 'Annotator_784', 'Annotator_142']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '18-22', '23-45', '46+']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree']","['Chile', 'Mexico', 'New Zealand', 'Mexico', 'Ireland', 'Italy']","['YES', 'YES', 'NO', 'YES', 'NO', 'NO']"
"@TheAmberPicota I don't usually care about the Kardashians but people who use abuse to control their partner get a special type of ire from me. As well as people (media, not you) who give them a platform for entertainment without realizing what's happenin",6,"['Annotator_691', 'Annotator_692', 'Annotator_693', 'Annotator_694', 'Annotator_695', 'Annotator_696']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'Black or African American', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent']","['Latvia', 'Poland', 'South Africa', 'Spain', 'United Kingdom', 'United Kingdom']","['NO', 'YES', 'NO', 'NO', 'NO', 'NO']"
"i firmly believe that any airliNe which uses/used/has plans to use DUCTTAPE to control a pASSanger should IMMEDIATELY be shut down, UNLESS thay R/have BEEN/woulD BE also prepared to sOdOmize said PASSanGER. https://t.co/Nh9Ee2Ziwq #WiNGS #ViRGiN #POiNTS #WiN #LOSE #DRAW 🍩",6,"['Annotator_431', 'Annotator_432', 'Annotator_433', 'Annotator_434', 'Annotator_435', 'Annotator_436']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree']","['Mexico', 'Poland', 'Greece', 'Poland', 'Canada', 'United Kingdom']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']"
"GlennYoungkin is going to be a great conservative Governor. Also a great lib slapper like the great President DonaldJTrump who was not afraid to tell the crazy left where to go! We r tired of the lies of the pandemic, we r tired of being called racist,tired of the the Tran shit!",6,"['Annotator_455', 'Annotator_456', 'Annotator_457', 'Annotator_458', 'Annotator_459', 'Annotator_460']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent']","['Poland', 'Estonia', 'Spain', 'Greece', 'United Kingdom', 'United Kingdom']","['NO', 'NO', 'YES', 'YES', 'YES', 'YES']"
"People who think that women are high maintenance, emotional, and irrational have never planned a hunting trip with five men.",6,"['Annotator_415', 'Annotator_416', 'Annotator_417', 'Annotator_418', 'Annotator_340', 'Annotator_419']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'Multiracial', 'White or Caucasian', 'Black or African American', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Less than high school diploma']","['Slovenia', 'Netherlands', 'United Kingdom', 'South Africa', 'Venezuela', 'United Kingdom']","['NO', 'YES', 'YES', 'NO', 'YES', 'NO']"
"RINO gets the RACK!EXCLUSIVE: Van Taylor Accused of Extramarital Affair With ISIS Bride, Abuse of Power, 'Rim Job' Text via @NationalFile https://t.co/D3IVrVjcFR",6,"['Annotator_599', 'Annotator_600', 'Annotator_601', 'Annotator_602', 'Annotator_603', 'Annotator_604']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Black or African American', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree']","['Portugal', 'Poland', 'Portugal', 'South Africa', 'Canada', 'United Kingdom']","['NO', 'YES', 'YES', 'NO', 'NO', 'NO']"
@KristiNoem @JoeBiden It should cover everyone across the board. No exemptions should matter. It’s straight up discrimination!!,6,"['Annotator_425', 'Annotator_426', 'Annotator_427', 'Annotator_428', 'Annotator_429', 'Annotator_430']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['Black or African American', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent']","['South Africa', 'Spain', 'Mexico', 'Portugal', 'Greece', 'United States']","['NO', 'NO', 'NO', 'YES', 'NO', 'NO']"
"@CapnKarlisle Assuming you're right, how does refusing to vote for Dems because of that protect abortion rights?Dems don't protect abortion rights, so you don't vote for them, which... somehow protects abortion rights?This argument reminds me of the Under",6,"['Annotator_623', 'Annotator_624', 'Annotator_625', 'Annotator_626', 'Annotator_627', 'Annotator_628']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'other', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Master’s degree', 'Master’s degree', 'High school degree or equivalent']","['United States', 'Netherlands', 'Portugal', 'Portugal', 'United Kingdom', 'United Kingdom']","['NO', 'YES', 'NO', 'NO', 'NO', 'NO']"
@LogicalFallac18 @LBC Sex* as in 'gender' harassment is what they are inferring.,6,"['Annotator_791', 'Annotator_122', 'Annotator_396', 'Annotator_792', 'Annotator_793', 'Annotator_794']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '18-22', '23-45', '46+']","['Black or African American', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian']","['High school degree or equivalent', 'High school degree or equivalent', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree']","['South Africa', 'Spain', 'South Africa', 'Hungary', 'Chile', 'Italy']","['NO', 'YES', 'NO', 'NO', 'NO', 'NO']"
Freedom convoy Toronto waving Pro-Life flag.They're living in the wrong decade. #WomensRights https://t.co/MxAOJlXsVJ https://t.co/cDVn9Iba6Q,6,"['Annotator_770', 'Annotator_771', 'Annotator_772', 'Annotator_773', 'Annotator_774', 'Annotator_775']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '18-22', '23-45', '46+']","['Black or African American', 'Black or African American', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Asian']","['Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'Master’s degree']","['South Africa', 'South Africa', 'Canada', 'Estonia', 'Mexico', 'Canada']","['YES', 'YES', 'YES', 'YES', 'NO', 'NO']"
"@chilenotsomagic Vesperia is looking very attractive, have it Switch. Looking like a 2022 pledge perhaps.",6,"['Annotator_43', 'Annotator_596', 'Annotator_597', 'Annotator_598', 'Annotator_172', 'Annotator_333']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['Hispano or Latino', 'Black or African American', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino']","['High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree']","['Mexico', 'South Africa', 'Portugal', 'Estonia', 'Mexico', 'Mexico']","['YES', 'NO', 'NO', 'YES', 'YES', 'NO']"
"@OMissPearl I use those words like “alpha” and “beta male” for the sake of the scene, but believe them no more than I subscribe to sexist ideas when I humiliate a sissy sub for being girly, slutty, etc. Kink can sexualize these backwards ideas, un",6,"['Annotator_599', 'Annotator_600', 'Annotator_601', 'Annotator_602', 'Annotator_603', 'Annotator_604']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Black or African American', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree']","['Portugal', 'Poland', 'Portugal', 'South Africa', 'Canada', 'United Kingdom']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
"5 Reasons Men Love Spanking Women During Sex: https://t.co/LojzkMoGq5 When men are attempting to spice up sex, one of the first things they always try is spanking their partner.But why? Why do men love to spank women so much during sex? #WhyMenLoveToSpank #Spanking #Spank 🤚",6,"['Annotator_668', 'Annotator_669', 'Annotator_670', 'Annotator_671', 'Annotator_672', 'Annotator_673']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['Hispano or Latino', 'other', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree']","['Mexico', 'Algeria', 'Portugal', 'Spain', 'United Kingdom', 'United Kingdom']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']"
"Still time to book for tonight's free online talk, ""Discovering the Women of the Gunnersbury Estate"", at 7.30pm. #HERstory #womenshistory https://t.co/XWoxIS4nHg",6,"['Annotator_662', 'Annotator_663', 'Annotator_664', 'Annotator_665', 'Annotator_666', 'Annotator_667']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Black or African American']","['High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent', 'Master’s degree', 'Master’s degree', 'Bachelor’s degree']","['Hungary', 'Portugal', 'Poland', 'Spain', 'Italy', 'South Africa']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']"
@annasn0w @daisymaebear1 @BtrU_22 Yeah I’m just dumb braine backwoods Christian girl u got me girls solidarity womyn protect women and all dat,6,"['Annotator_415', 'Annotator_416', 'Annotator_417', 'Annotator_418', 'Annotator_340', 'Annotator_419']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['White or Caucasian', 'Multiracial', 'White or Caucasian', 'Black or African American', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Less than high school diploma']","['Slovenia', 'Netherlands', 'United Kingdom', 'South Africa', 'Venezuela', 'United Kingdom']","['NO', 'YES', 'YES', 'NO', 'YES', 'YES']"
The way Syk says Gordon reminds me of gordo which is fat in Spanish,6,"['Annotator_578', 'Annotator_579', 'Annotator_580', 'Annotator_581', 'Annotator_582', 'Annotator_583']","['F', 'F', 'M', 'M', 'M', 'F']","['18-22', '23-45', '18-22', '23-45', '46+', '46+']","['Black or African American', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['South Africa', 'Spain', 'Portugal', 'Chile', 'United States', 'United Kingdom']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']"
